Sentence,Anger,Fear,Joy,Sadness,Surprise
Don't come no closer !,1,0,0,0,0
Don't do anything until you hear from me .,1,0,0,0,0
Don't even breathe !,1,0,0,0,0
Don't even think about it .,1,0,0,0,0
Don't ever do that to me again !,1,1,0,0,0
Don't exaggerate .,1,0,0,0,0
"Don't fight , [PERSON] .",1,0,0,0,0
"Don't Freud me , [PERSON] . You're not qualified .",1,0,0,0,0
Don't fuck me up .,1,0,0,0,0
"Don't fuck with me on this one , [PERSON] .",1,0,0,0,0
"Don't fuck with me , you know ?",1,0,0,0,0
"Don't fucking kill him , we've got business to sort out !",1,0,0,0,0
"Don't give me that . I know enough about weights and measures to know holes aren't allowed , no corrective holes .",1,0,0,0,0
"Don't imagine things , [PERSON] .",1,0,0,0,0
Don't joke .,1,0,0,0,0
"Don't kick me , I won't shut up .",1,0,0,0,0
Don't kid yourself .,1,0,0,0,0
Don't let her order you around .,1,0,0,0,0
Don't let that cop get away with this .,1,0,0,0,0
Don't listen to him or we'll all be slaughtered .,1,0,0,0,0
Don't look at me like that .,1,0,0,0,0
Don't look at me with those soft - boiled eggs .,1,0,0,0,0
Don't look at me .,1,1,0,0,0
Don't make me shoot you .,1,0,0,0,0
"Don't mess around with it , and it won't mess with you .",1,0,0,0,0
Don't mind [PERSON] .,1,0,0,0,0
Don't mind them .,1,0,1,0,0
Don't move !,1,1,0,0,1
Don't need anybody right now .,1,0,0,0,0
Don't point that fucking thing at me . Take it off .,1,0,0,0,0
Don't pretend you don't know the reason .,1,0,0,0,0
Don't push it !,1,1,0,0,0
"Don't push me too far , [PERSON] .",1,0,0,0,0
Don't question my decisions again .,1,0,0,0,0
Don't raise your voice to me .,1,0,0,0,0
Don't resist us .,1,0,0,0,0
Don't ruin it .,1,0,0,0,0
Don't run away !,1,0,0,1,0
Don't settle for less because you're a whole lot more than that . ,1,0,0,0,0
Don't show it to me .,1,0,0,0,0
Don't sit down .,1,0,0,0,0
Don't slouch .,1,0,0,0,0
Don't start that again .,1,0,0,0,0
"Don't start , [PERSON] .",1,0,0,0,0
Don't take me like I'm some corner dealer !,1,0,0,0,0
Don't talk like that .,1,0,0,0,0
Don't tell me I did that !,1,0,0,0,0
Don't tell me that you're above temptation .,1,0,0,0,0
Don't tell me to take it easy !,1,0,0,0,0
Don't text me .,1,0,0,0,0
Don't think I'm too scared of [PERSON]'s gang to do what's necessary .,1,0,0,0,0
Don't think my Pa was a pervert then .,1,0,0,0,0
Don't touch me .,1,0,0,0,0
Don't touch that television !,1,0,0,0,0
Don't touch the money !,1,0,0,0,0
Don't try and tell me the runway's too short .,1,0,0,0,0
Don't try to be so sarcastic .,1,0,0,0,0
Don't try to change the subject .,1,0,0,0,0
Don't try to tell me my business .,1,0,0,0,0
Don't walk away from me .,1,0,0,0,0
Don't want any more of that .,1,0,0,0,0
"Don't waste my time , comrade .",1,0,0,0,0
Don't you call my husband names !,1,0,0,0,0
Don't you dare turn that off !,1,0,0,0,0
Don't you dare .,1,0,0,0,0
Don't you doubt Miss [PERSON]'s word !,1,0,0,0,0
Don't you ever say that to me again .,1,0,0,0,0
"Don't you forget that I'm still the headman around here , too .",1,0,0,0,0
Don't you get it ?,1,0,0,0,0
Don't you have any idea where you're going ?,1,1,0,0,0
Don't you know it's bad to light forest fires ?,1,0,0,0,1
Don't you raise your voice to me !,1,0,0,0,0
Don't you recognize me ?,1,0,0,0,1
Don't you say a word unless I ask you to .,1,0,0,0,0
Don't you see me standing right here ?,1,0,0,0,0
Don't you see they don't need you ?,1,0,0,0,0
"Don't you see what's happening ? If you don't find me a killer , there is no fucking office !",1,0,0,0,0
Don't you think I know how you plan to get out ?,1,0,0,0,1
Don't you think I know it ?,1,0,0,0,0
Don't you understand ?,1,1,0,0,1
Don't you understand ? !,1,0,0,0,0
Don't you want to say anything to these people ?,1,0,0,0,0
Don't !,1,1,0,0,0
Done .  With what ? ,1,0,0,0,0
"[PERSON] , leave the room .",1,0,0,0,0
"Dorcas , it brings me stamps , please .",1,0,0,0,0
Down with the King .,1,0,0,0,0
"Drained their life savings , ruined hundreds of lives , and made off with over $ million .",1,0,0,0,0
Drive !,1,1,0,0,0
"Driver , I'm a little disappointed in you !",1,0,0,0,0
Drop gun .,1,0,0,0,0
Drop it or the little shit's dead !,1,0,0,0,0
"Drop it , okay ?",1,0,0,0,0
Drop that cannon .,1,0,0,0,0
Drop that wood !,1,0,0,0,0
"[PERSON] , open your fucking eyes !",1,0,0,0,0
"[PERSON] gave me my title shot , you didn't .",1,0,0,1,0
Eat shit !,1,0,0,0,0
Eat your breakfast and forget it .,1,0,0,0,0
Either he falls in line or I'll break him so open they won't find the pieces .,1,0,0,0,0
"Either way , murder or suicide , I'd say he deserved it , wouldn't you ?",1,0,1,0,0
"Either you come here to find out the mess , or we take your family .",1,0,0,0,0
"Either you take care of yourself or I , too , shall resign .",1,0,0,0,0
"Elder , if you have something to say , just say it",1,0,0,0,0
Elder ...,1,0,0,0,0
"Emily , why are you still using your mother's phone ?",1,0,0,0,0
"Emotionally , she's a child .",1,0,0,0,0
"End of the line , asshole .",1,0,0,0,0
"Enjoying the party , Captain [PERSON] ?",1,0,0,0,0
Enough of your tricks !,1,0,0,0,0
Enough with the water .,1,0,0,1,1
Enough !,1,0,0,0,0
Ensign [PERSON] called and told me that you were in trouble .,1,0,0,0,1
Enter !,1,0,0,0,0
Environmentalists call it a disaster .,1,0,0,0,1
"[PERSON] , come on , damn it !",1,0,0,0,0
Especially not to throw away your career with this team .,1,0,0,0,0
"Even if I told you what was the matter with you , you wouldn't admit it .",1,0,0,0,0
"Even if I were wearing a wire , this noise would wreck the tape .",1,0,0,0,0
Even if it could be your involvement with drugs has vindicated me .,1,0,0,0,0
"Even in one of yours , I would have thrown this glass at him .",1,0,0,0,0
"Even so , quite wrong to threaten . Not the way to treat an enlisted man .",1,0,0,1,0
Ever since Case took over the firm .,1,0,0,0,0
Every living being is capable of attack ... if sufficiently provoked .,1,0,0,0,0
Every one of them terrible .,1,0,0,0,0
"Every time I run into you , you tell me whatever shady thing just went down was about the greater good or that it didn't happen , or this , that , or the other .",1,0,0,0,0
"Everybody calls you plain [PERSON] , why can't I ?",1,0,0,0,0
Everybody forgot about it but me .,1,0,0,0,0
"Everybody out , now !",1,0,0,0,0
"Everybody thinks they're humorous , but they're not .",1,0,0,0,0
Everything is corrupt and incompetent .,1,0,0,0,0
Everything there can be interpreted as an attempt to enforce discipline .,1,0,0,0,0
Exactly how you disrupted their state's vote .,1,0,0,0,0
Exaggerate .,1,0,0,0,0
Except never take drugs and go to AA meetings for the rest of your life .,1,0,0,1,0
Except you honked the fucking horn .,1,0,0,0,1
"Excuse me , I'm looking for a man .",1,0,0,0,0
Excuse me .,1,0,0,0,0
Excuse me ...,1,1,0,0,0
Explain yourself .,1,0,0,0,0
[GAY SLUR] .,1,0,0,0,0
"False alarms were common , And they didn't help our morale .",1,0,0,0,0
Father [PERSON] can't keep his hands to himself .,1,0,0,0,0
"Father , he might betray you !",1,1,0,0,0
"Feet ! Feet , you fool !",1,0,0,0,0
Fight for real !,1,0,0,1,0
Fight !,1,0,1,0,0
Figure out which one you are and call back .,1,0,0,0,0
Finally .,1,0,1,0,0
Find out where they take the cash .,1,0,0,0,0
Find someone else to sing about .,1,0,0,0,0
"Find the most tender and vulnerable , to destroy his heart .",1,0,0,0,0
Fine mess you got me into .,1,0,0,0,0
"Fine , till you come along .",1,0,0,0,0
Fine !,1,0,0,0,0
Fine ! But I'm not making a speech .,1,1,0,0,0
Fine .,1,0,1,0,0
"Fine . Actually , perfect .",1,0,0,0,0
Fine . You win .,1,0,0,0,0
Finish her !,1,1,0,0,1
Fire the security department !,1,0,0,0,0
"First we steal his gun , then we shoot .",1,0,0,0,0
"First you waste my time , then you get my name wrong !",1,0,0,0,0
"First , take him to the station .",1,0,0,0,0
Five more minutes . - No !,1,0,0,0,0
"Flo , being a parent is about sharing .",1,0,0,0,0
"Flo , if I wanted anything else , I'd call [PERSON] here .",1,0,0,0,0
Fog your mind so you can't remember a darn thing .,1,0,0,0,0
Fool .,1,0,0,0,0
"For chrissake , where did she come up with [PERSON] ?",1,0,0,0,0
For [PERSON]'s sake !,1,0,0,0,1
"For God's sake , June !",1,0,0,0,1
"For God's sake , listen to me !",1,0,0,0,0
"For God's sake , shut that up !",1,0,0,0,0
"For God's sakes , put yourself in my position .",1,0,0,0,0
"For heaven's sake , stay there !",1,0,0,0,0
"For if I'm not physician , how is it I know that you're a dying man ?",1,0,0,0,0
"For once in my life , I'm telling --",1,0,0,0,0
For our ambassador !,1,0,0,0,0
"For the love of God , [PERSON] .",1,0,0,0,0
"For the tenth time then , will you stay out of this [PERSON] thing ?",1,0,0,0,0
For what ?,1,0,0,0,0
"For your information , I was at [LOCATION] .",1,0,0,0,0
"Forget it , that's enough .",1,0,0,1,0
Forget it !,1,0,0,0,0
Forget it .,1,0,0,1,0
"Four , this is Leader . Is he gonna be a problem ?",1,0,0,0,0
Francis !,1,0,0,0,0
"Francis ! Pay the guy , will you ?",1,0,0,0,0
Freeze !,1,0,0,0,0
"From here on , your education must continue in the school of war .",1,0,0,0,0
From this moment it is death to him who wears the ring .,1,0,0,0,0
Fuck 'em .,1,0,0,0,0
Fuck him .,1,0,0,0,0
"Fuck it , man .",1,0,0,1,0
Fuck it !,1,0,0,0,0
Fuck it . I start with me .  ,1,0,0,0,0
"Fuck off , [PERSON] .",1,0,0,0,0
Fuck off !,1,0,0,0,0
Fuck off .,1,0,0,0,0
Fuck [LOCATION] .,1,0,0,0,0
Fuck only knows why [PERSON] lets them in .,1,0,0,0,0
Fuck the law .,1,0,0,0,0
Fuck the office !,1,0,0,0,0
Fuck the process !,1,0,0,0,0
Fuck them !,1,0,0,0,0
Fuck this shit .,1,0,0,0,0
"Fuck you , [PERSON] .",1,0,0,0,0
Fuck you !,1,0,0,0,0
Fuck you .,1,0,0,0,0
Fuck your goddamn cleaner !,1,0,0,0,0
Fuck !,1,0,0,0,0
Fuck ! Fuck !,1,0,0,1,0
Fuck .,1,0,0,0,0
Fuckin' machine took my quarter .,1,0,0,0,0
Fucking bitch !,1,0,0,0,0
"Fucking come on , then !",1,0,0,0,0
Fucking cops always forget something .,1,0,0,0,0
Fucking [GAY SLUR] .,1,0,0,0,0
Fucking gas company .,1,0,0,0,0
Fucking six ...,1,0,0,0,0
"Gentlemen ... if there are no objections , I'm the dealer .",1,0,0,0,0
"Get a bat , that's a boy .",1,0,1,0,0
Get along with it .,1,0,0,0,0
"Get away from her , you bitch !",1,0,0,0,0
Get away from that wood !,1,0,0,0,0
Get back here !,1,0,0,0,0
Get back in ranks !,1,0,0,0,0
Get back on the job .,1,0,0,0,0
Get back !,1,0,0,0,0
Get between the treads !,1,0,0,0,0
We'll just drain the pollywogs out and save the grog .,0,0,1,0,0
We'll relieve you in a couple of hours .,0,0,0,1,0
We're going on a big ship across the ocean and take you home .,0,0,1,0,0
"We're going to [LOCATION] , like you wanted .",0,0,1,0,0
We're not gonna forfeit .,1,0,0,0,0
We're onto something .,0,0,1,0,1
"We're payin' 'em back , boy .",1,0,0,0,0
We're playing with fire .,0,1,0,0,0
We've escaped !,0,0,1,0,0
We've got six minutes before the brain's useless .,0,1,0,0,0
Welcome to [LOCATION] !,0,0,1,0,0
Well done indeed .,0,0,1,0,0
"Well , because that makes sense .",0,0,1,0,0
"Well , boy , let's see if we can do something to refresh that rusty , old memory of yours .",0,1,0,0,0
"Well , do you plan everything ?",1,0,0,0,0
"Well , duty calls .",0,0,0,1,0
"Well , give me a coordinate !",1,0,0,0,0
"Well , I can't help wondering if [PERSON] is right .",0,0,0,1,0
"Well , if it won't wake up the kids .",0,0,1,0,0
"Well , it seems to me that you have some options .",0,0,1,0,0
"Well , Lieutenant , how are you ?",0,0,1,0,0
"Well , maybe she could dance one more time , just for tonight , huh ?",0,0,1,0,0
"Well , maybe you can help me .",0,1,0,0,0
"Well , Mr. financial advisor . What do you think of my plan ?",1,0,0,0,0
"Well , rest assured , you're not alone .",0,0,1,0,0
"Well , what are we waiting for , Shooter ?",0,0,0,0,1
"Well , why you not make her dance more ?",0,0,1,0,0
Were you together ? Yeah .,0,0,1,0,1
"Wet it with tears , bleed on it , [PERSON] .",1,0,0,0,0
"Wham - Bos , go !",0,0,1,0,0
What about me ?,0,0,0,1,0
What about the Berserkers ?,0,1,0,0,0
What about you ?,0,0,0,0,1
What are we doin' here ?,0,1,0,0,0
What are we working out ?,0,0,1,0,0
What are you doing here ?,1,1,0,0,1
"What are you shits after , apart from trouble ?",1,0,0,0,0
What are you spying on ?,0,1,0,0,1
What are you talking about ?,1,1,0,0,1
What are you trying to do to me ?,1,1,0,0,0
What are you wearing my coat for ?,0,0,0,0,1
What did he tell you to tell me ?,1,0,0,0,0
What do you expect of me ?,0,1,0,0,0
What do you mean ?,0,1,0,0,1
What do you say we all dance ?,0,0,1,0,0
What do you think we ought to do that's fitting and proper ?,1,0,0,0,0
What do you want to see tonight ?,0,0,1,0,0
What do you want ?,1,0,0,0,0
What does that mean ?,1,1,0,0,0
What happened ?,0,1,0,0,1
"What have you got in there , [PERSON] ?",0,0,0,0,1
"What I want you to do is go over to your church , get crosses , and prayer books , and Bibles , and whatever the hell else you people use .",0,1,0,0,0
What if he kills [PERSON] ?,0,1,0,0,0
What if [PERSON]'s not gone ?,0,0,1,0,0
What is it ?,0,1,0,0,1
What is ...,0,1,0,0,1
What kind of car ?,0,0,0,0,1
What kind ? The ones in bottles .,0,0,0,0,1
What makes you think we're living in this day and age ?,1,0,0,0,0
What the fuck takes a week ?,1,0,0,0,0
What the hell does this all mean ?,1,0,0,0,1
What the hell's going on down there ?,1,0,0,0,0
"What was that shooting just now , [PERSON] ?",0,1,0,0,1
What you fail to understand ... is the power of hate .,1,0,0,0,0
What ?,1,0,0,0,1
What's all this interference ?,1,0,0,0,0
What's an angel ?,1,0,0,0,1
What's happened now ?,0,0,0,0,1
What's it like ... ?,0,0,0,0,1
What's the matter with your arm ?,0,0,0,0,1
What's the matter ?,0,1,0,1,0
What's the occasion ?,0,0,0,0,1
What's this big surprise you dragged me over here for ?,1,0,0,0,0
What's this ?,0,0,0,0,1
What's up with you people and that watermelon ?,0,0,0,0,1
What's wrong ?,0,1,1,0,1
What's your dream ?,0,0,1,0,0
"Whatever action needs to be taken to address this problem , needs to be taken .",1,0,0,0,0
When did this relationship take place between [PERSON] and [PERSON] ?,0,0,0,0,1
When have you had a date ?,1,0,0,0,1
"When I say run , run .",0,1,0,0,0
When my sister sees you she'll be so happy for me,0,0,1,0,0
"When neither of them made the cut ,",1,0,0,0,0
When the world is ready ... for a new and better life ... All this will someday come to pass ...,0,0,0,1,0
"When we invade [LOCATION] , What will the help of [LOCATION] ?",0,0,0,0,1
Where are these kind souls that are supposed to help us ?,0,0,0,1,0
Where did he go ?,0,0,0,0,1
Where did you get this ?,0,0,0,0,1
Where is [PERSON] ?,1,0,0,0,0
Where is he ?,0,0,0,0,1
Where is she ?,0,0,0,1,1
Where were you ?,1,1,0,0,0
Where would we like it ?,0,0,1,0,0
"Where'd he touch you , boy ?",1,1,0,1,1
Where'd they go ?,0,0,0,0,1
Where's my mommy ?,0,1,0,0,0
Where've you been ?,1,0,0,0,1
Who wants to go take a look at the city ?,0,0,1,0,0
Who was killed ?,0,1,0,1,0
Who was that girl ?,0,0,0,0,1
Who would do something like this ?,1,0,0,0,1
Why are all in need to run after anything .,1,0,0,0,0
Why are you dressed like that ?,0,0,0,0,1
Why didn't you tell me about you and [PERSON] ?,1,0,0,0,0
Why do the Chinese care so much about what's on this Russian boat ?,0,1,0,0,0
Why don't we have a drink for old time's sake ?,0,0,1,0,0
Why don't we see if we can find a nice place for her .,0,1,0,1,0
Why don't you try to get some sleep now ? You're gonna need it .,0,0,1,0,0
Why have you no hangover ?,1,0,0,0,1
Why is he so against your testifying ?,0,1,0,0,0
Why me ?,0,1,0,1,1
Why remember things when you can wish for them ?,0,0,0,0,1
Why [PERSON] ?,0,0,0,0,1
Why the sudden change of heart ?,0,0,0,0,1
"Why , that's exactly what I was about to do , sugar .",0,0,1,0,0
Why ?,1,0,0,0,1
